Name,Index,Level,Type,Max_Health,Attack,Defense,Speed,Moves,Evolved_Form,Evolution_Level,Evolution_Item,Abilities,Held_Item,Region,Sub_Region,Mana_Cost,Rarity,Price,Description,Class,Class_Type,Type2
Gothitelle,576,1,Psychic,70,55,95,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Solosis,577,1,Psychic,45,30,40,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Duosion,578,1,Psychic,65,40,50,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Reuniclus,579,1,Psychic,110,65,75,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Ducklett,580,1,Water,62,44,50,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Swanna,581,1,Water,75,87,63,98,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Vanillite,582,1,Ice,36,50,50,44,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Vanillish,583,1,Ice,51,65,65,59,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Vanilluxe,584,1,Ice,71,95,85,79,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Deerling,585,1,Normal,60,60,50,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Grass
Sawsbuck,586,1,Normal,80,100,70,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Grass
Emolga,587,1,Electric,55,75,60,103,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Karrablast,588,1,Bug,50,75,45,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Escavalier,589,1,Bug,70,135,105,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Foongus,590,1,Grass,69,55,45,15,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Poison
Amoonguss,591,1,Grass,114,85,70,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Poison
Frillish,592,1,Water,55,40,50,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ghost
Jellicent,593,1,Water,100,60,70,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ghost
Alomomola,594,1,Water,165,75,80,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Joltik,595,1,Bug,50,47,50,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Electric
Galvantula,596,1,Bug,70,77,60,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Electric
Ferroseed,597,1,Grass,44,50,91,10,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Ferrothorn,598,1,Grass,74,94,131,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Klink,599,1,Steel,40,55,70,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Klang,600,1,Steel,60,80,95,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Klinklang,601,1,Steel,60,100,115,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Tynamo,602,1,Electric,35,55,40,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Eelektrik,603,1,Electric,65,85,70,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Eelektross,604,1,Electric,85,115,80,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Elgyem,605,1,Psychic,55,55,55,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Beheeyem,606,1,Psychic,75,75,75,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Litwick,607,1,Ghost,50,30,55,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Lampent,608,1,Ghost,60,40,60,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Chandelure,609,1,Ghost,60,55,90,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Axew,610,1,Dragon,46,87,60,57,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Fraxure,611,1,Dragon,66,117,70,67,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Haxorus,612,1,Dragon,76,147,90,97,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Cubchoo,613,1,Ice,55,70,40,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Beartic,614,1,Ice,95,110,80,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Cryogonal,615,1,Ice,70,50,30,105,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Shelmet,616,1,Bug,50,40,85,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Accelgor,617,1,Bug,80,70,40,145,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Stunfisk,618,1,Ground,109,66,84,32,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Electric
Mienfoo,619,1,Fighting,45,85,50,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Mienshao,620,1,Fighting,65,125,60,105,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Druddigon,621,1,Dragon,77,120,90,48,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Golett,622,1,Ground,59,74,50,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ghost
Golurk,623,1,Ground,89,124,80,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ghost
Pawniard,624,1,Dark,45,85,70,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Bisharp,625,1,Dark,65,125,100,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Bouffalant,626,1,Normal,95,110,95,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Rufflet,627,1,Normal,70,83,50,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Braviary,628,1,Normal,100,123,75,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Vullaby,629,1,Dark,70,55,75,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Mandibuzz,630,1,Dark,110,65,105,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Heatmor,631,1,Fire,85,97,66,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
Durant,632,1,Bug,58,109,112,109,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Deino,633,1,Dark,52,65,50,38,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Dragon
Zweilous,634,1,Dark,72,85,70,58,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Dragon
Hydreigon,635,1,Dark,92,105,90,98,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Dragon
Larvesta,636,1,Bug,55,85,55,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Volcarona,637,1,Bug,85,60,65,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Cobalion,638,1,Steel,91,90,129,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Terrakion,639,1,Rock,91,129,90,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Virizion,640,1,Grass,91,90,72,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
TornadusIncarnate,641,1,Flying,79,115,70,111,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
TornadusTherian,641,1,Flying,79,100,80,121,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,
ThundurusIncarnate,642,1,Electric,79,115,70,111,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
ThundurusTherian,642,1,Electric,79,105,70,101,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Reshiram,643,1,Dragon,100,120,100,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fire
Zekrom,644,1,Dragon,100,150,120,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Electric
LandorusIncarnate,645,1,Ground,89,125,90,101,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
LandorusTherian,645,1,Ground,89,145,90,91,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Flying
Kyurem,646,1,Dragon,125,130,90,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ice
KyuremBlack,646,1,Dragon,125,170,100,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ice
KyuremWhite,646,1,Dragon,125,120,90,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Ice
KeldeoOrdinary,647,1,Water,91,72,90,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
KeldeoResolute,647,1,Water,91,72,90,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
MeloettaAria,648,1,Normal,100,77,77,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Psychic
MeloettaPirouette,648,1,Normal,100,128,90,128,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Fighting
Genesect,649,1,Bug,71,120,95,99,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Unova,White Forest,50,10,100,A pet monster,Monster,Pokemon,Steel
Chespin,650,1,Grass,56,61,65,38,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Quilladin,651,1,Grass,61,78,95,57,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Chesnaught,652,1,Grass,88,107,122,64,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Fighting
Fennekin,653,1,Fire,40,45,40,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Braixen,654,1,Fire,59,59,58,73,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Delphox,655,1,Fire,75,69,72,104,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Froakie,656,1,Water,41,56,40,71,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Frogadier,657,1,Water,54,63,52,97,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Greninja,658,1,Water,72,95,67,122,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Dark
Bunnelby,659,1,Normal,38,36,38,57,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Diggersby,660,1,Normal,85,56,77,78,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Ground
Fletchling,661,1,Normal,45,50,43,62,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Flying
Fletchinder,662,1,Fire,62,73,55,84,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Flying
Talonflame,663,1,Fire,78,81,71,126,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Flying
Scatterbug,664,1,Bug,38,35,40,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Spewpa,665,1,Bug,45,22,60,29,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
Vivillon,666,1,Bug,80,52,50,89,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Flying
Litleo,667,1,Fire,62,50,58,72,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Normal
Pyroar,668,1,Fire,86,68,72,106,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,Normal
Flabébé,669,1,Fairy,44,38,39,42,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Kalos,Lumiose City,50,10,100,A pet monster,Monster,Pokemon,
